temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth,generated_power_kw
4.89,85,1019.9,0.0,0.0,0.0,0,0,0,24.92,9.18,318.18,15.02,314.03,8.5,323.62,16.56,87.556035,77.913892,81.249932,374.96
7.1,67,1019.3,0.0,0.0,0.0,0,0,0,186.9,13.24,315.0,14.51,313.99,12.98,313.88,15.84,73.174862,66.62328,90.831599,674.08814
8.96,53,1018.9,0.0,0.0,0.0,0,0,0,378.25,17.07,317.56,18.84,315.0,16.55,315.88,19.08,58.966188,55.345026,101.34598,1615.2597
10.47,48,1019.2,0.0,0.0,0.0,0,0,0,557.14,17.07,317.56,18.08,315.81,16.3,316.79,20.52,45.155477,44.535938,114.1366,2560.7287
12.0,44,1018.3,0.0,0.0,0.0,0,0,0,707.55,18.33,315.0,18.84,313.45,17.31,315.0,22.32,32.305471,34.985913,131.47009,2808.3628
13.21,38,1017.9,0.0,0.0,0.0,0,0,0,823.25,18.33,315.0,18.84,313.45,17.31,315.0,21.6,22.230292,28.262096,156.30845,2879.6863
14.63,40,1018.7,0.0,0.0,0.0,0,0,0,886.44,19.6,314.26,20.39,312.14,18.84,313.45,23.04,19.585115,26.659074,187.72154,2799.6825
15.33,40,1018.7,0.0,0.0,0.0,0,0,0,900.68,19.11,312.71,19.91,310.6,18.36,311.82,27.72,26.516503,30.965077,216.70708,2564.0957
15.81,39,1018.4,0.0,0.0,0.0,0,0,0,861.52,18.67,309.52,19.23,308.16,17.94,308.48,26.64,38.3099,39.291417,237.6623,2105.4054
16.11,40,1018.1,0.0,0.0,0.0,0,0,0,769.85,18.16,309.37,18.72,307.97,17.15,309.04,20.88,51.733359,49.568647,252.48072,1318.5103
16.07,41,1018.2,0.0,0.0,0.0,0,0,0,644.36,17.94,308.48,19.01,307.3,17.43,308.29,19.44,65.771367,60.659326,263.98104,579.3769
15.53,42,1018.1,0.0,0.0,1.2,4,0,0,479.71,16.92,308.09,18.0,306.87,16.42,307.87,19.8,80.078258,71.976913,273.93148,27.965278
18.37,48,1018.8,0.0,0.0,5.1,17,0,0,849.95,13.76,312.88,13.76,312.88,12.73,315.0,15.12,19.886971,26.358074,187.86526,1932.9677
20.21,59,1013.6,0.0,0.0,3.6,12,0,0,538.45,7.17,252.47,7.86,254.05,7.17,252.47,13.68,45.414021,43.832283,113.28666,1628.6581
9.13,59,1009.6,0.0,0.0,0.0,0,0,0,0.0,19.85,184.16,37.29,192.83,22.03,184.69,30.96,101.74681,87.572147,70.699342,50.925278
12.77,51,1018.6,0.0,0.0,0.0,0,0,0,736.03,4.02,116.57,4.69,122.47,4.2,120.96,6.48,33.359349,33.215242,129.53579,2703.4781
15.12,43,1017.8,0.0,0.0,0.0,0,0,0,849.95,4.58,135.0,5.4,143.13,4.61,141.34,14.4,23.917891,26.253441,155.26182,2766.9354
16.65,33,1018.0,0.0,0.0,0.0,0,0,0,914.03,3.22,296.57,3.26,276.34,2.97,284.04,11.88,21.610193,24.638492,188.65876,2553.4117
17.8,31,1017.6,0.0,0.0,0.0,0,0,0,924.71,4.61,308.66,4.21,289.98,4.02,296.57,15.84,28.124982,29.245163,218.99391,2401.0383
18.5,30,1017.2,0.0,0.0,0.0,0,0,0,881.99,5.8,330.26,5.12,320.71,4.69,327.53,17.64,39.45062,37.883783,240.11121,1926.1174
18.83,30,1016.9,0.0,0.0,0.0,0,0,0,790.32,7.29,339.78,6.83,341.57,6.73,344.48,24.48,52.561996,48.347559,254.71186,1331.0583
18.74,30,1016.6,0.0,0.0,0.0,0,0,0,661.27,6.92,351.03,6.13,356.63,6.12,360.0,22.32,66.383076,59.517127,265.9831,500.15444
18.32,31,1016.4,0.0,0.0,0.0,0,0,0,498.4,5.04,360.0,4.69,4.4,4.74,8.75,21.6,80.522298,70.838228,275.76078,7.5130556
16.1,29,1017.0,0.0,0.0,0.0,0,0,0,408.51,23.4,180.0,27.0,180.0,23.4,180.0,25.2,59.381072,53.695943,99.261101,2005.7647
18.01,27,1016.9,0.0,0.0,0.0,0,0,0,577.61,23.78,182.6,26.32,183.14,23.78,182.6,23.04,45.880754,42.765134,111.86799,2477.9514
19.5,26,1016.0,0.0,0.0,0.0,0,0,0,722.68,23.8,183.47,25.98,183.97,23.8,183.47,24.12,33.513379,32.984299,129.25079,2727.1328
20.91,24,1014.7,0.0,0.0,0.0,0,0,0,830.37,24.34,187.65,26.17,187.91,23.98,187.77,26.28,24.15223,25.98676,155.09383,2781.5295
21.75,22,1014.3,0.0,0.0,0.0,0,0,0,897.12,25.81,202.99,28.04,204.26,25.62,204.04,30.6,21.881586,24.366743,188.77731,2526.3101
22.59,22,1013.6,0.0,0.0,0.0,0,0,0,909.58,25.77,208.35,28.04,209.2,25.46,208.74,32.04,28.34008,29.013454,219.30621,2177.2035
22.83,22,1013.4,0.0,0.0,0.0,0,0,0,869.53,27.55,208.91,30.32,209.91,27.24,209.28,32.4,39.602091,37.693425,240.44298,2029.0572
22.75,24,1012.6,0.0,0.0,0.0,0,0,0,780.53,27.24,209.28,30.14,209.32,27.06,208.61,35.28,52.669819,48.181048,255.01139,1384.3792
22.45,26,1012.6,0.0,0.0,0.0,0,0,0,628.34,24.96,213.23,28.06,213.49,25.26,212.78,34.2,66.460096,59.360039,266.25011,570.92957
21.73,28,1012.4,0.0,0.0,0.0,0,0,0,493.06,23.4,216.87,27.0,216.87,23.69,216.35,33.84,80.575276,70.68066,276.00335,21.3225
13.94,57,1021.0,0.0,0.0,0.0,0,0,0,562.48,21.79,300.8,23.22,299.74,20.81,300.11,29.52,45.978684,42.568167,111.58517,1513.743
16.51,48,1020.0,0.0,0.0,0.0,0,0,0,833.93,20.3,307.07,20.88,305.88,19.3,306.66,26.28,24.384483,25.725502,154.9212,2692.6499
18.1,41,1020.8,0.0,0.0,0.0,0,0,0,898.9,21.89,306.3,23.19,306.16,21.31,307.45,26.64,22.148353,24.099501,188.89122,2624.6956
18.66,41,1020.9,0.0,0.0,0.0,0,0,0,914.03,20.02,307.69,21.1,306.67,19.23,308.16,23.4,28.551197,28.785351,219.61391,2420.1239
19.09,40,1020.9,0.0,0.0,0.0,0,0,0,876.65,18.44,308.66,19.23,308.16,17.65,309.21,24.48,39.750361,37.505755,240.76946,1995.3142
19.28,40,1020.6,0.0,0.0,0.0,0,0,0,789.43,17.38,309.96,17.94,308.48,16.36,309.64,22.68,52.77474,48.01651,255.3056,1292.5064
19.1,41,1020.7,0.0,0.0,0.0,0,0,0,662.16,17.1,310.73,17.88,310.1,16.32,311.42,20.52,66.534329,59.204482,266.51198,380.9475
18.48,46,1020.9,0.0,0.0,0.0,0,0,0,499.29,16.6,310.6,17.38,309.96,16.09,310.46,17.28,80.625509,70.524413,276.24093,49.129722
7.07,96,1025.7,0.0,0.0,0.0,0,0,0,0.0,6.49,183.18,2.97,75.96,6.52,186.34,6.48,114.98163,96.281857,60.60176,3.9043333
10.93,84,1025.1,0.0,0.0,0.0,0,0,0,208.26,6.12,208.07,5.59,194.93,5.8,209.74,5.4,73.41274,64.636924,88.49187,1311.2027
14.79,69,1024.4,0.0,0.0,0.0,0,0,0,406.73,4.69,184.4,5.04,180.0,4.33,184.76,3.6,59.483266,53.318733,98.773341,1930.4323
17.69,53,1024.5,0.0,0.0,0.0,0,0,0,582.06,6.21,169.99,6.64,167.47,6.21,169.99,4.68,46.059253,42.361997,111.3354,2366.7556
19.47,44,1023.7,0.0,0.0,0.0,0,0,0,728.91,6.49,160.56,7.17,162.47,6.83,161.57,6.12,33.810102,32.530742,128.72627,2612.2005
20.85,38,1022.7,0.0,0.0,1.5,5,0,0,835.71,6.15,159.44,6.83,161.57,6.38,163.61,6.84,24.618757,25.47344,154.81175,2698.9019
22.43,37,1023.1,0.0,0.0,0.0,0,0,0,901.57,4.9,36.03,4.58,45.0,4.58,45.0,3.6,22.431833,23.852433,189.04799,2537.5612
23.26,36,1022.6,0.0,0.0,0.0,0,0,0,913.14,7.9,30.07,7.7,37.41,7.99,35.84,4.68,28.781946,28.579918,219.93691,2214.1185
23.74,34,1022.2,0.0,0.0,0.0,0,0,0,873.09,9.22,38.66,9.42,43.45,9.42,43.45,7.92,39.918019,37.339596,241.10444,1883.0614
23.9,34,1021.5,0.0,0.0,0.0,0,0,0,784.98,9.16,45.0,9.22,51.34,9.18,48.18,8.64,52.898855,47.87214,255.6076,1363.6277
23.99,35,1021.0,0.0,0.0,0.0,0,0,0,656.82,7.9,59.93,8.37,64.54,8.37,64.54,7.92,66.628239,59.068458,266.78185,550.26976
23.9,36,1021.3,0.0,0.0,0.9,3,0,0,498.4,7.2,90.0,7.93,92.6,7.56,90.0,9.72,80.695512,70.386762,276.48744,27.991667
21.55,39,1022.5,0.0,0.0,4.2,14,0,0,716.45,28.66,168.41,32.27,169.07,28.59,169.11,27.36,33.977531,32.326374,128.38608,2560.193
23.0,35,1021.5,0.0,0.0,2.7,9,0,0,821.47,27.05,170.04,29.95,170.31,27.05,170.04,25.56,24.84189,25.219441,154.56171,2553.3159
25.73,29,1020.2,0.0,0.0,5.4,18,0,0,891.78,23.04,180.9,24.85,181.66,22.68,180.91,27.0,28.960883,28.339902,220.21462,2153.6072
13.48,50,1021.7,0.0,0.0,5.1,17,0,0,55.18,24.39,171.51,38.16,166.36,26.53,172.2,28.08,87.625848,75.571196,78.672636,556.34486
16.43,43,1021.9,0.0,0.0,2.7,9,0,0,235.85,26.41,169.0,33.54,167.6,27.11,169.29,22.68,73.509253,64.321149,88.024423,1195.6875
18.72,37,1021.3,0.0,0.0,0.9,3,0,0,418.3,25.77,167.91,31.0,167.25,26.05,168.85,20.88,59.632145,52.995988,98.249808,1923.5064
21.1,31,1021.3,0.0,0.0,4.8,16,0,0,586.51,25.07,167.56,28.66,168.41,24.99,168.37,21.96,46.279915,42.011231,110.74133,2273.3067
23.13,28,1020.5,0.0,0.0,6.6,22,0,0,724.46,24.5,169.85,27.4,170.17,24.8,170.81,26.64,34.132394,32.118897,128.09508,2555.1069
26.53,26,1019.5,0.0,0.0,1.5,5,0,0,885.55,20.77,188.97,22.31,190.22,20.48,190.12,21.24,22.919356,23.325022,189.20282,2551.011
27.24,25,1019.1,0.0,0.0,4.5,15,0,0,898.9,20.9,190.92,22.03,191.31,20.48,190.12,21.96,29.159224,28.122587,220.50708,2291.1858
27.59,22,1017.9,0.0,0.0,0.0,0,0,0,654.15,20.01,210.26,21.49,211.29,19.69,210.78,19.08,66.739735,58.747106,267.26574,508.30167
26.97,23,1018.0,0.0,0.0,0.0,0,0,0,506.41,19.51,209.88,21.61,209.98,19.51,209.88,18.36,80.759423,70.063873,276.92284,35.650556
21.62,40,1021.7,0.0,0.0,0.6,2,0,0,421.86,3.1,125.54,3.4,122.01,3.32,130.6,3.6,59.698856,52.834528,98.001564,1859.9357
24.07,33,1021.6,0.0,0.0,0.0,0,0,0,590.07,6.03,107.35,6.38,106.39,6.38,106.39,14.76,46.38244,41.837048,110.46215,2259.7003
26.03,27,1021.1,0.0,0.0,0.0,0,0,0,735.14,8.16,138.58,8.44,140.19,7.93,140.53,22.68,34.287051,31.917421,127.80298,2469.4202
27.45,25,1020.4,0.0,0.0,0.0,0,0,0,843.72,11.97,173.09,13.04,173.66,12.32,173.29,25.2,25.288708,24.735829,154.18323,2510.7372
28.57,23,1020.5,0.0,0.0,0.0,0,0,0,903.35,11.89,181.74,11.9,183.47,11.53,181.79,21.6,23.16622,23.076102,189.29589,2399.9681
29.51,21,1020.2,0.0,0.0,0.0,0,0,0,914.03,9.78,186.34,9.83,188.43,9.39,184.4,20.16,29.353068,27.908887,220.79398,2154.3533
30.17,20,1020.1,0.0,0.0,0.0,0,0,0,873.09,6.99,191.89,7.07,194.74,6.92,188.97,27.36,40.309153,36.781743,242.01891,1736.0057
30.46,20,1019.4,0.0,0.0,0.0,0,0,0,784.09,3.05,225.0,3.32,220.6,2.9,209.74,24.84,53.163747,47.378035,256.42646,1065.6464
30.48,20,1019.3,0.0,0.0,0.0,0,0,0,658.6,6.11,315.0,5.9,322.43,5.4,323.13,25.56,66.802286,58.597808,267.50601,466.05391
29.7,22,1019.6,0.0,0.0,0.0,0,0,0,500.18,10.32,330.75,10.83,338.55,10.7,340.35,26.28,80.798392,69.913206,277.13958,81.069167
22.6,25,1018.3,0.0,0.0,4.8,16,0,0,582.95,15.38,327.43,15.99,324.16,14.88,327.85,30.6,46.589979,41.506085,109.90821,2293.4428
22.57,23,1017.7,0.0,0.0,4.5,15,0,0,728.02,19.77,326.89,20.38,324.34,18.97,326.61,39.6,34.595168,31.532731,127.21661,2520.9164
22.89,26,1017.1,0.0,0.0,0.0,0,0,0,831.26,21.89,323.7,23.28,320.65,21.31,322.55,40.32,25.723764,24.27535,153.78633,2580.5132
23.64,25,1017.2,0.0,0.0,3.9,13,0,0,910.47,23.78,309.47,25.49,306.38,23.33,308.11,42.12,23.644377,22.592624,189.46454,1932.2233
19.03,40,1017.0,0.0,0.0,0.0,0,0,0,420.97,28.8,323.13,32.62,322.62,28.51,322.7,34.56,80.86778,69.616394,277.55673,107.45476
17.08,43,1016.9,0.0,0.0,0.0,0,0,0,328.41,28.28,328.54,33.66,327.67,28.28,328.54,33.12,90.026925,76.863914,283.53405,0.00462963
11.27,48,1023.9,0.0,0.0,6.3,21,0,0,736.92,30.43,10.91,33.47,11.79,30.15,11.71,37.08,34.748385,31.349667,126.92314,2752.6902
13.07,44,1023.5,0.0,0.0,3.6,12,0,0,839.27,28.39,12.45,30.65,12.89,28.04,12.61,34.92,25.936729,24.054154,153.58163,2820.1681
15.31,42,1023.2,0.0,0.0,0.0,0,0,0,914.03,27.32,18.43,29.37,19.32,26.98,18.68,32.4,23.875769,22.35841,189.53963,2715.1876
16.31,40,1023.1,0.0,0.0,0.0,0,0,0,925.6,27.56,19.86,29.5,19.98,27.1,19.4,32.76,29.907092,27.290093,221.61774,2450.7759
16.97,40,1023.2,0.0,0.0,0.0,0,0,0,886.44,25.84,18.69,27.44,19.15,25.5,18.95,29.88,40.689813,36.267024,242.89075,2009.0583
17.24,40,1022.7,0.0,0.0,0.0,0,0,0,799.22,24.83,16.86,26.42,17.45,24.14,17.35,30.96,53.421557,46.920217,257.20426,1386.0344
17.31,41,1022.7,0.0,0.0,0.0,0,0,0,672.84,24.19,14.66,26.11,15.19,23.49,15.1,30.6,66.971789,58.159823,268.19239,546.20371
17.06,42,1023.1,0.0,0.0,0.0,0,0,0,512.64,24.63,15.26,27.69,15.84,24.72,16.06,30.6,80.898215,69.470347,277.757,16.161681
1.78,92,1030.6,0.0,0.0,0.0,0,0,0,0.0,9.47,8.75,21.37,32.62,11.97,6.91,32.76,115.72744,95.56,58.697638,0.52844828
1.41,93,1030.7,0.0,0.0,0.0,0,0,0,0.0,9.37,2.2,20.77,27.9,12.25,1.68,34.2,101.75897,85.49866,68.42378,90.211685
3.96,87,1030.8,0.0,0.0,0.0,0,0,0,60.52,10.5,5.91,16.9,26.57,9.72,360.0,28.08,87.73594,74.804956,77.683784,568.82833
6.43,73,1030.3,0.0,0.0,0.0,0,0,0,241.19,15.18,22.31,17.07,24.94,14.58,20.22,29.88,73.726377,63.578694,86.938127,1346.0059
9.23,59,1028.9,0.0,0.0,0.0,0,0,0,428.98,20.29,25.2,22.54,26.57,19.19,23.2,32.04,59.97914,52.243626,97.031674,1995.2047
11.73,50,1028.5,0.0,0.0,0.0,0,0,0,602.53,24.68,23.2,27.38,24.88,23.87,23.09,33.12,46.80006,41.198494,109.36192,2439.0145
13.86,44,1027.5,0.0,0.0,0.0,0,0,0,747.6,25.62,24.04,28.19,24.93,24.68,23.2,36.36,34.900782,31.172795,126.62972,2703.1475
15.7,40,1026.6,0.0,0.0,0.0,0,0,0,855.29,28.5,27.86,31.26,28.93,28.5,27.86,37.08,26.146356,23.838996,153.37278,2758.105
17.51,37,1027.4,0.0,0.0,0.0,0,0,0,922.93,28.66,32.69,31.45,33.33,27.97,31.85,35.28,24.101788,22.12919,189.60838,2656.4206
18.94,35,1026.4,0.0,0.0,0.0,0,0,0,933.61,28.76,34.29,31.76,35.31,27.76,33.9,32.4,30.082388,27.091425,221.87901,2411.9836
19.92,34,1026.2,0.0,0.0,0.0,0,0,0,893.56,27.16,38.54,29.41,39.54,25.86,38.78,30.6,40.809036,36.100972,243.16778,1966.9786
20.34,35,1025.5,0.0,0.0,0.0,0,0,0,804.56,26.87,39.02,29.91,39.63,27.16,38.54,28.8,53.500802,46.77176,257.45079,1355.9244
20.19,35,1025.3,0.0,0.0,0.0,0,0,0,679.07,26.71,37.33,30.25,38.23,27.22,37.48,27.72,67.022197,58.017267,268.4094,533.66225
19.52,38,1025.9,0.0,0.0,0.0,0,0,0,517.98,26.28,36.09,30.03,37.69,25.49,36.38,27.36,80.925827,69.325952,277.95165,16.030659
14.62,56,1025.0,0.0,0.0,0.0,0,0,0,599.86,10.48,15.95,10.25,18.43,10.37,20.32,11.88,46.905678,41.053439,109.09205,2400.2092
16.6,51,1024.1,0.0,0.0,0.3,1,0,0,743.15,13.44,20.38,13.44,20.38,13.1,20.92,12.96,35.052128,31.00208,126.33644,2645.6467
18.38,47,1022.9,0.0,0.0,0.0,0,0,0,841.05,15.14,25.35,15.62,25.97,14.81,25.94,14.04,26.352356,23.629814,153.15976,2687.9616
22.03,36,1021.1,0.0,0.0,0.0,0,0,0,916.7,14.81,25.94,14.81,25.94,14.33,25.28,11.52,24.322193,21.90489,189.67079,2604.9215
22.97,33,1020.4,0.0,0.0,0.0,0,0,0,929.16,15.63,28.93,15.63,28.93,15.14,28.39,12.24,30.25275,26.896509,222.13354,2360.6028
23.48,32,1020.0,0.0,0.0,0.0,0,0,0,890.0,15.19,31.43,15.08,33.31,14.58,32.91,11.52,40.924282,35.937684,243.43791,1919.8441
23.7,31,1018.6,0.0,0.0,0.0,0,0,0,802.78,14.51,29.74,14.39,31.7,13.89,31.22,10.8,53.57663,46.625422,257.69086,1305.4942
23.62,31,1018.8,0.0,0.0,0.0,0,0,0,676.4,14.58,32.91,14.98,35.22,14.48,34.88,10.08,67.069541,57.876508,268.62041,502.9525
23.09,33,1018.7,0.0,0.0,0.0,0,0,0,516.2,14.69,36.03,15.63,38.45,14.62,38.0,10.8,80.950636,69.183279,278.14064,32.16275
21.95,37,1017.8,0.0,0.0,0.0,0,0,0,336.42,14.62,38.0,16.36,39.64,15.12,38.23,11.52,91.009398,77.147982,284.69313,0.003205128
9.42,75,1017.7,0.0,0.0,0.0,0,0,0,0.0,18.0,180.0,35.5,173.6,21.6,180.0,23.76,115.80698,95.29951,58.288087,0.81440678
8.17,82,1017.5,0.0,0.0,0.0,0,0,0,0.0,18.01,177.71,36.38,178.3,20.88,179.01,25.56,101.78642,85.221009,68.075108,83.561389
16.64,52,1016.0,0.0,0.0,6.6,22,0,0,250.09,18.72,178.9,22.68,179.09,19.09,177.84,11.52,73.823988,63.318831,86.522326,1254.81
22.0,37,1014.5,0.0,0.0,4.8,16,0,0,592.74,7.57,182.73,7.21,182.86,7.2,180.0,8.64,47.011506,40.914213,108.82471,2259.8092
24.02,31,1013.3,0.0,0.0,1.2,4,0,0,726.24,2.41,296.57,2.31,308.66,1.53,315.0,6.84,35.202306,30.837578,126.04377,2370.7738
24.97,28,1012.5,0.0,0.0,0.6,2,0,0,825.92,8.44,320.19,7.99,324.16,7.49,324.78,9.36,26.554699,23.426758,152.94295,2650.4372
25.44,26,1012.7,0.0,0.0,4.8,16,0,0,881.99,16.6,310.6,17.15,309.04,16.09,310.46,18.72,24.537048,21.685687,189.72665,2469.0558
25.77,26,1011.6,0.0,0.0,1.5,5,0,0,894.45,14.62,308.0,14.98,305.22,13.9,306.57,17.64,30.418182,26.705447,222.38093,1565.441
3.21,79,1015.0,0.0,0.0,0.0,0,0,0,0.0,11.97,338.84,21.79,352.41,14.37,337.93,16.92,101.80242,85.089249,67.904652,170.79606
16.39,45,1013.3,0.0,0.0,0.0,0,0,0,920.26,28.99,24.97,31.56,25.69,28.66,25.28,24.84,30.578683,26.51833,222.6208,1895.3119
16.72,41,1013.6,0.0,0.0,0.0,0,0,0,894.45,29.69,22.83,32.57,23.45,29.83,23.47,26.64,41.142762,35.619621,243.95642,1255.0305
16.4,38,1013.2,0.0,0.0,0.0,0,0,0,813.46,30.96,23.29,33.85,23.84,30.63,23.55,28.8,53.717994,46.339292,258.15096,1204.198
15.68,37,1013.4,0.0,0.0,0.0,0,0,0,690.64,30.43,25.96,33.65,26.02,30.11,26.26,30.96,67.155072,57.600596,269.02408,590.33556
14.44,40,1014.1,0.0,0.0,0.0,0,0,0,532.22,30.28,28.39,34.16,29.0,30.28,28.39,31.68,80.991957,68.903345,278.50138,27.397222
12.56,46,1015.1,0.0,0.0,0.0,0,0,0,351.55,29.52,30.0,35.19,30.76,29.83,29.66,31.68,91.255751,77.040056,285.18076,0.006577885
10.87,44,1021.0,0.0,0.0,1.5,5,0,0,747.6,20.12,26.57,20.93,26.57,19.32,26.57,21.96,35.498563,30.527305,125.46174,2691.2331
12.47,39,1020.0,0.0,0.0,2.1,7,0,0,853.51,19.72,21.41,20.66,22.54,19.05,22.2,21.96,26.948003,23.039359,152.49913,2652.6202
13.86,37,1020.2,0.0,0.0,0.0,0,0,0,922.93,20.28,16.5,20.72,17.18,19.24,17.42,23.04,24.949988,21.262983,189.81815,2640.1774
14.75,35,1020.0,0.0,0.0,3.0,10,0,0,933.61,20.43,14.28,21.22,14.74,19.73,14.8,23.4,30.734095,26.335122,222.85315,2247.3027
15.28,34,1019.2,0.0,0.0,3.3,11,0,0,792.99,20.97,15.95,21.86,17.24,20.38,17.47,23.4,53.783485,46.199582,258.37081,1244.1789
15.2,35,1019.0,0.0,0.0,3.9,13,0,0,676.4,19.93,16.8,20.83,18.12,19.35,18.43,22.68,67.193268,57.465552,269.2166,534.79745
14.8,36,1019.5,0.0,0.0,3.3,11,0,0,524.21,21.07,19.98,22.33,20.77,20.52,21.61,21.96,81.008527,68.76622,278.67302,53.018889
6.75,62,1027.7,0.0,0.0,0.0,0,0,0,435.21,20.7,40.06,23.95,42.56,21.2,40.18,27.72,60.352241,51.628681,95.883756,2011.4569
8.96,48,1027.1,0.0,0.0,0.0,0,0,0,609.65,23.93,43.78,26.47,45.0,24.18,44.4,28.08,47.328918,40.531418,108.04052,2465.7414
10.65,42,1026.3,0.0,0.0,0.0,0,0,0,754.72,24.29,39.59,26.32,40.01,24.29,39.59,27.36,35.644297,30.38152,125.17295,2736.1097
12.23,38,1025.1,0.0,0.0,0.0,0,0,0,865.08,24.99,36.21,26.5,36.71,24.48,36.03,28.44,27.138636,22.855064,152.27252,2810.1854
13.79,37,1025.7,0.0,0.0,0.0,0,0,0,923.82,24.86,34.38,26.37,34.99,24.57,34.85,27.0,25.147858,21.059551,189.85365,2722.5252
14.62,36,1025.3,0.0,0.0,0.0,0,0,0,938.06,25.16,33.92,26.66,34.55,24.66,33.69,26.64,30.884412,26.155911,223.07762,2466.7831
15.13,36,1024.8,0.0,0.0,0.0,0,0,0,901.57,24.96,33.23,26.76,33.48,24.66,33.69,25.56,41.344893,35.313116,244.44492,2032.6315
15.3,35,1024.6,0.0,0.0,0.0,0,0,0,816.13,25.68,31.24,27.97,31.85,25.87,31.92,24.84,53.845495,46.062169,258.58368,1406.9231
15.04,35,1024.4,0.0,0.0,0.0,0,0,0,692.42,26.49,31.1,28.77,31.7,26.18,31.5,25.56,67.228427,57.332522,269.40279,561.01872
14.28,37,1024.5,0.0,0.0,0.0,0,0,0,533.11,26.67,31.76,29.96,32.74,26.87,32.41,25.92,81.022408,68.631078,278.83879,34.019167
13.0,41,1024.7,0.0,0.0,0.0,0,0,0,353.33,26.16,34.35,30.97,35.54,26.66,34.55,25.56,91.608365,77.030311,285.72136,0.021505376
7.78,52,1026.8,0.0,0.0,0.0,0,0,0,621.22,15.62,25.97,15.78,27.15,14.66,24.68,20.52,47.434291,40.415426,107.78605,2453.3364
10.53,42,1024.9,0.0,0.0,0.0,0,0,0,765.4,17.58,22.89,18.39,23.05,17.11,22.25,21.6,35.788361,30.24208,124.88653,2719.9631
12.81,35,1023.2,0.0,0.0,0.0,0,0,0,874.87,19.8,27.03,20.63,29.25,19.65,28.44,22.68,27.325376,22.677359,152.04367,2807.2306
14.33,33,1022.5,0.0,0.0,0.0,0,0,0,936.28,23.36,33.69,24.57,34.85,23.07,34.19,25.2,25.340245,20.861797,189.88191,2720.9167
15.53,31,1022.3,0.0,0.0,0.0,0,0,0,946.96,24.06,38.93,25.81,39.91,23.78,39.47,25.56,31.029741,25.98088,223.29349,2444.0622
16.32,29,1021.7,0.0,0.0,0.0,0,0,0,907.8,24.25,40.79,25.74,42.17,23.71,41.92,24.48,41.439799,35.164344,244.67721,2021.5689
16.47,29,1020.2,0.0,0.0,0.0,0,0,0,820.58,23.98,41.35,25.98,42.75,23.95,42.56,23.76,53.904037,45.927109,258.78938,1393.0531
16.42,31,1019.8,0.0,0.0,0.0,0,0,0,693.31,25.31,39.81,27.8,41.33,25.26,40.96,24.48,67.260572,57.201559,269.58255,546.54464
15.87,32,1020.1,0.0,0.0,0.0,0,0,0,533.11,26.04,40.52,29.06,41.99,26.28,41.11,25.2,81.033637,68.497974,278.9986,27.0933
14.56,37,1019.9,0.0,0.0,0.0,0,0,0,352.44,26.43,37.81,30.93,39.81,27.16,38.54,25.92,91.72179,76.982816,285.94455,0.011458333
8.01,61,1021.5,0.0,0.0,0.0,0,0,0,436.99,6.03,17.35,6.49,19.44,6.15,20.56,11.52,60.505862,51.420892,95.449259,1956.0018
11.4,48,1020.8,0.0,0.0,0.0,0,0,0,607.87,11.3,30.65,12.39,35.54,11.68,33.69,14.4,47.539162,40.305159,107.53518,2409.6681
13.47,42,1019.4,0.0,0.0,0.0,0,0,0,752.05,15.0,30.26,15.58,33.69,14.88,32.15,18.0,35.930384,30.108798,124.60205,2647.8592
15.44,38,1018.6,0.0,0.0,0.0,0,0,0,859.74,16.98,32.01,17.78,31.76,16.79,30.96,20.16,27.507605,22.505848,151.81192,2465.6388
16.79,39,1018.1,0.0,0.0,0.0,0,0,0,914.92,21.14,47.07,22.45,48.9,20.93,49.18,26.28,25.526481,20.669241,189.90328,2614.0369
17.85,38,1017.4,0.0,0.0,0.0,0,0,0,923.82,20.19,50.06,21.53,51.79,20.24,51.5,25.56,31.16969,25.809786,223.50148,2267.0334
18.06,35,1015.7,0.0,0.0,0.0,0,0,0,495.73,23.0,50.08,25.64,51.84,23.28,50.65,23.76,81.042229,68.366992,279.15245,42.096502
17.18,37,1015.6,0.0,0.0,0.0,0,0,0,347.1,22.45,48.9,26.09,50.6,23.0,50.08,23.04,91.833411,76.938036,286.16233,0.071212121
11.02,60,1017.4,0.0,0.0,0.0,0,0,0,436.99,9.02,28.61,9.2,30.58,9.2,30.58,10.44,60.583195,51.325107,95.237987,1936.1898
13.38,52,1017.0,0.0,0.0,0.0,0,0,0,607.87,14.69,36.03,15.35,39.29,14.9,37.15,15.48,47.643484,40.200648,107.28846,2389.3406
15.26,47,1015.7,0.0,0.0,0.0,0,0,0,748.49,16.08,34.05,16.58,34.38,15.88,32.97,15.12,36.070403,29.981816,124.32047,2136.7809
